OFFSET,TOKEN,LEMMA,UPOS,XPOS,MORPH,HEAD,DEPREL,,,SMWE,,LEXLEMMA,SCENE ROLE,FUNCTION
22,ließ,ließ,VVFIN,VVFIN,_,8,xcomp,_,_,_,_,_,_,_
23,mich,mich,PRF,PRF,_,8,cc,_,_,_,_,_,_,_
24,das,das,ART,ART,_,25,det,_,_,_,_,_,_,_
25,Schlimmste,schlimmste,NOUN,NN,Number=Sing,26,dobj,_,_,_,_,_,_,_
26,befürchten,befürchten,VVINF,VVINF,_,8,conj,_,_,_,_,_,_,_
27,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
# text = Ich war von meinem Bolzen abgelenkt und so antwortete ich einfach Irgendetwas : - `` Die Dornen sind zu überhaupt nichts nutze .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,war,war,VAFIN,VAFIN,_,0,root,_,_,_,_,_,_,_
3,von,von,APPR,APPR,_,5,case,_,_,_,_,von,Causer,Source
4,meinem,meinem,PPOSAT,PPOSAT,_,5,det,_,_,_,_,PRON_POSS,Gestalt,Gestalt
5,Bolzen,bolzen,NOUN,NN,Number=Sing,2,nmod,_,_,_,_,_,_,_
6,abgelenkt,abgelenkt,VVPP,VVPP,_,2,advmod,_,_,_,_,_,_,_
7,und,und,KON,KON,_,2,cc,_,_,_,_,_,_,_
8,so,so,ADV,ADV,_,9,advmod,_,_,_,_,_,_,_
9,antwortete,antwortete,VVFIN,VVFIN,_,2,conj,_,_,_,_,_,_,_
10,ich,ich,PPER,PPER,_,9,nsubj,_,_,_,_,_,_,_
11,einfach,einfach,ADV,ADV,_,12,advmod,_,_,_,_,_,_,_
12,Irgendetwas,irgendetwas,PIS,PIS,_,22,compound,_,_,_,_,_,_,_
13,:,:,$.,$.,_,12,punct,_,_,_,_,_,_,_
14,-,-,$[,$[,_,22,punct,_,_,_,_,_,_,_
15,``,``,ADJD,ADJD,_,22,punct,_,_,_,_,_,_,_
16,Die,die,ART,ART,_,17,det,_,_,_,_,_,_,_
17,Dornen,dornen,NOUN,NN,Number=Sing,22,nsubj,_,_,_,_,_,_,_
18,sind,sind,VAFIN,VAFIN,_,22,cop,_,_,_,_,_,_,_
19,zu,zu,PTKA,PTKA,_,22,case,_,_,_,_,zu,Purpose,Goal
20,überhaupt,überhaupt,ADV,ADV,_,21,advmod,_,_,_,_,_,_,_
21,nichts,nichts,PIS,PIS,_,22,det,_,_,_,_,_,_,_
22,nutze,nutze,VVFIN,VVFIN,_,9,dobj,_,_,_,_,_,_,_
23,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Die Blumen lassen sie nur aus Gemeinheit wachsen . '',,,,,,,,,,,,,,
1,Die,die,ART,ART,_,2,det,_,_,_,_,_,_,_
2,Blumen,blumen,NOUN,NN,Number=Sing,3,dobj,_,_,_,_,_,_,_
3,lassen,lassen,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
4,sie,sie,PPER,PPER,_,3,nsubj,_,_,_,_,_,_,_
5,nur,nur,ADV,ADV,_,3,advmod,_,_,_,_,_,_,_
6,aus,aus,APPR,APPR,_,7,case,_,_,_,_,aus,Explanation,Source
7,Gemeinheit,gemeinheit,NE,NE,_,3,nmod,_,_,_,_,_,_,_
8,wachsen,wachsen,VVINF,VVINF,_,3,xcomp,_,_,_,_,_,_,_
9,.,.,$.,$.,_,3,punct,_,_,_,_,_,_,_
10,'','',NOUN,NN,Number=Sing,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"# text = Er sah mich an , wie ich den Hammer in der Hand und mit ölverschmierten Händen über einem Ding hing , das ihm ausgesprochen hässlich erscheinen musste .",,,,,,,,,,,,,,
1,Er,er,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,sah,sah,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,mich,mich,PRF,PRF,_,2,dobj,_,_,_,_,_,_,_
4,an,an,PTKVZ,PTKVZ,_,2,mark,_,_,_,_,an,Stimulus,Goal
5,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
6,wie,wie,PWAV,PWAV,_,2,ccomp,_,_,_,_,wie,Circumstance,ComparisonRef
7,ich,ich,PPER,PPER,_,6,dobj,_,_,_,_,_,_,_
8,den,den,ART,ART,_,9,det,_,_,_,_,_,_,_
9,Hammer,hammer,NE,NE,_,7,appos,_,_,_,_,_,_,_
10,in,in,APPR,APPR,_,12,case,_,_,_,_,in,Locus,Locus
11,der,der,ART,ART,_,12,det,_,_,_,_,_,_,_
12,Hand,hand,NOUN,NN,Number=Sing,9,nmod,_,_,_,_,_,_,_
13,und,und,KON,KON,_,9,cc,_,_,_,_,_,_,_
14,mit,mit,APPR,APPR,_,16,case,_,_,_,_,mit,Characteristic,Possession
15,ölverschmierten,ölverschmierten,ADJA,ADJA,_,16,amod,_,_,_,_,_,_,_
16,Händen,händen,NOUN,NN,Number=Sing,20,nmod,_,_,_,_,_,_,_
17,über,über,APPR,APPR,_,19,case,_,_,_,_,über,Locus,Locus
18,einem,einem,ART,ART,_,19,det,_,_,_,_,_,_,_
19,Ding,ding,NOUN,NN,Number=Sing,20,nmod,_,_,_,_,_,_,_
20,hing,hing,VVFIN,VVFIN,_,9,conj,_,_,_,_,_,_,_
21,",",",","$,","$,",_,9,punct,_,_,_,_,_,_,_
22,das,das,PRELS,PRELS,_,26,det,_,_,_,_,_,_,_
23,ihm,ihm,PPER,PPER,_,25,iobj,_,_,_,_,PRON_DAT,Experiencer,Recipient
24,ausgesprochen,ausgesprochen,ADJD,ADJD,_,25,advmod,_,_,_,_,_,_,_
25,hässlich,hässlich,ADJD,ADJD,_,26,amod,_,_,_,_,_,_,_
26,erscheinen,erscheinen,VVINF,VVINF,_,27,dobj,_,_,_,_,_,_,_
27,musste,musste,VVFIN,VVFIN,_,9,acl,_,_,_,_,_,_,_
28,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Du sprichst wie die Erwachsenen ! '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,4,punct,_,_,_,_,_,_,_
3,Du,du,PPER,PPER,_,4,det,_,_,_,_,_,_,_
4,sprichst,sprichst,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
5,wie,wie,KOKOM,KOKOM,_,7,case,_,_,_,_,wie,Manner,ComparisonRef
6,die,die,ART,ART,_,7,det,_,_,_,_,_,_,_
7,Erwachsenen,erwachsenen,NOUN,NN,Number=Sing,4,nmod,_,_,_,_,_,_,_
8,!,!,$.,$.,_,4,punct,_,_,_,_,_,_,_
9,'','',NOUN,NN,Number=Sing,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Das beschämte mich etwas .,,,,,,,,,,,,,,
1,Das,das,PDS,PDS,_,2,det,_,_,_,_,_,_,_
2,beschämte,beschämte,VVFIN,VVFIN,_,4,nsubj,_,_,_,_,_,_,_
3,mich,mich,PRF,PRF,_,4,dobj,_,_,_,_,_,_,_
4,etwas,etwas,PIS,PIS,_,0,root,_,_,_,_,_,_,_
5,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Aber er fügte noch unerbittlich hinzu : - `` Du verwechselst alles ... Du bringst alles durcheinander ! '',,,,,,,,,,,,,,
1,Aber,aber,KON,KON,_,3,cc,_,_,_,_,_,_,_
2,er,er,PPER,PPER,_,3,nsubj,_,_,_,_,_,_,_
3,fügte,fügte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
4,noch,noch,ADV,ADV,_,3,advmod,_,_,_,_,_,_,_
5,unerbittlich,unerbittlich,ADV,ADV,_,3,dobj,_,_,_,_,_,_,_
6,hinzu,hinzu,PROAV,PROAV,_,5,case,_,_,_,_,_,_,_
7,:,:,$.,$.,_,6,punct,_,_,_,_,_,_,_
8,-,-,$[,$[,_,9,punct,_,_,_,_,_,_,_
9,``,``,ADV,ADV,_,7,root,_,_,_,_,_,_,_
10,Du,du,PPER,PPER,_,9,root,_,_,_,_,_,_,_
11,verwechselst,verwechselst,ADV,ADV,_,10,case,_,_,_,_,_,_,_
12,alles,alles,PIS,PIS,_,15,dobj,_,_,_,_,_,_,_
13,...,...,$[,$[,_,15,punct,_,_,_,_,_,_,_
14,Du,du,PPER,PPER,_,15,nsubj,_,_,_,_,_,_,_
15,bringst,bringst,ADV,ADV,_,11,ccomp,_,_,_,_,_,_,_
16,alles,alles,PIS,PIS,_,17,dobj,_,_,_,_,_,_,_
17,durcheinander,durcheinander,VVFIN,VVFIN,_,15,xcomp,_,_,_,_,durch,,Path
18,!,!,$.,$.,_,10,punct,_,_,_,_,_,_,_
19,'','',NE,NE,_,10,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Er war wirklich sehr aufgebracht .,,,,,,,,,,,,,,
1,Er,er,PPER,PPER,_,5,nsubj,_,_,_,_,_,_,_
2,war,war,VAFIN,VAFIN,_,5,cop,_,_,_,_,_,_,_
3,wirklich,wirklich,ADJD,ADJD,_,5,advmod,_,_,_,_,_,_,_
4,sehr,sehr,ADV,ADV,_,5,advmod,_,_,_,_,_,_,_
5,aufgebracht,aufgebracht,VVPP,VVPP,_,0,root,_,_,_,_,_,_,_
6,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Er schüttelte sein goldenes Haar in dem Wind .,,,,,,,,,,,,,,
1,Er,er,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,schüttelte,schüttelte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,sein,sein,PPOSAT,PPOSAT,_,5,det,_,_,_,_,PRON_POSS,Whole,Gestalt
4,goldenes,goldenes,ADJA,ADJA,_,5,amod,_,_,_,_,_,_,_
5,Haar,haar,NOUN,NN,Number=Sing,2,dobj,_,_,_,_,_,_,_
6,in,in,APPR,APPR,_,8,case,_,_,_,_,in,Manner,Locus
7,dem,dem,ART,ART,_,8,det,_,_,_,_,_,_,_
8,Wind,wind,NOUN,NN,Number=Sing,2,nmod,_,_,_,_,_,_,_
9,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Es gibt einen Mann mit hochrotem Kopf .,,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,4,punct,_,_,_,_,_,_,_
3,Es,es,PPER,PPER,_,4,expl,_,_,_,_,_,_,_
4,gibt,gibt,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
5,einen,einen,ART,ART,_,6,det,_,_,_,_,_,_,_
6,Mann,mann,NOUN,NN,Number=Sing,4,dobj,_,_,_,_,_,_,_
7,mit,mit,APPR,APPR,_,9,case,_,_,_,_,mit,Characteristic,Possession
8,hochrotem,hochrotem,ADJA,ADJA,_,9,amod,_,_,_,_,_,_,_
9,Kopf,kopf,NOUN,NN,Number=Sing,6,nmod,_,_,_,_,_,_,_
10,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"# text = Nie hat er etwas anderes getan , als Zahlen zu addieren .",,,,,,,,,,,,,,
1,Nie,nie,ADV,ADV,_,6,neg,_,_,_,_,_,_,_
2,hat,hat,VAFIN,VAFIN,_,6,aux,_,_,_,_,_,_,_
3,er,er,PPER,PPER,_,6,nsubj,_,_,_,_,_,_,_
4,etwas,etwas,PIAT,PIAT,_,6,advmod,_,_,_,_,_,_,_
5,anderes,anderes,PIS,PIS,_,6,dobj,_,_,_,_,_,_,_
6,getan,getan,VVPP,VVPP,_,0,root,_,_,_,_,_,_,_
7,",",",","$,","$,",_,6,punct,_,_,_,_,_,_,_
8,als,als,KOKOM,KOKOM,_,9,case,_,_,_,_,als,ComparisonRef,ComparisonRef
9,Zahlen,zahlen,NOUN,NN,Number=Sing,11,nmod,_,_,_,_,_,_,_
10,zu,zu,PTKZU,PTKZU,_,11,aux,_,_,_,_,_,_,_
11,addieren,addieren,VVINF,VVINF,_,6,acl,_,_,_,_,_,_,_
12,.,.,$.,$.,_,6,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Und den ganzen Tag wiederholt er , so wie du : Ich bin ein ernstzunehmender Mann !",,,,,,,,,,,,,,
1,Und,und,KON,KON,_,5,cc,_,_,_,_,_,_,_
2,den,den,ART,ART,_,4,det,_,_,_,_,_,_,_
3,ganzen,ganzen,ADJA,ADJA,_,4,amod,_,_,_,_,_,_,_
4,Tag,tag,NOUN,NN,Number=Sing,5,dobj,_,_,_,_,_,_,_
5,wiederholt,wiederholt,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
6,er,er,PPER,PPER,_,5,nsubj,_,_,_,_,_,_,_
7,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
8,so,so,ADV,ADV,_,9,advmod,_,_,_,_,_,_,_
9,wie,wie,KOKOM,KOKOM,_,16,case,_,_,_,_,wie,Manner,ComparisonRef
10,du,du,PPER,PPER,_,16,appos,_,_,_,_,_,_,_
11,:,:,$.,$.,_,16,punct,_,_,_,_,_,_,_
12,Ich,ich,PPER,PPER,_,16,nsubj,_,_,_,_,_,_,_
13,bin,bin,VAFIN,VAFIN,_,16,cop,_,_,_,_,_,_,_
14,ein,ein,ART,ART,_,16,det,_,_,_,_,_,_,_
15,ernstzunehmender,ernstzunehmender,ADJA,ADJA,_,16,amod,_,_,_,_,_,_,_
16,Mann,mann,NOUN,NN,Number=Sing,5,nmod,_,_,_,_,_,_,_
17,!,!,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
# text = Der kleine Prinz war vor Zorn nun ganz bleich geworden .,,,,,,,,,,,,,,
1,Der,der,ART,ART,_,3,det,_,_,_,_,_,_,_
2,kleine,kleine,ADJA,ADJA,_,3,amod,_,_,_,_,_,_,_
3,Prinz,prinz,NOUN,NN,Number=Sing,9,nsubj,_,_,_,_,_,_,_
4,war,war,VAFIN,VAFIN,_,9,cop,_,_,_,_,_,_,_
5,vor,vor,APPR,APPR,_,6,case,_,_,_,_,vor,Explanation,Locus
6,Zorn,zorn,NOUN,NN,Number=Sing,9,nmod,_,_,_,_,_,_,_
7,nun,nun,ADV,ADV,_,9,advmod,_,_,_,_,_,_,_
8,ganz,ganz,ADV,ADV,_,9,advmod,_,_,_,_,_,_,_
9,bleich,bleich,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
10,geworden,geworden,VAPP,VAPP,_,9,cop,_,_,_,_,_,_,_
11,.,.,$.,$.,_,9,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Seit tausenden Jahren lassen Blumen Dornen wachsen .,,,,,,,,,,,,,,
1,-,-,$[,$[,_,7,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,7,punct,_,_,_,_,_,_,_
3,Seit,seit,APPR,APPR,_,5,case,_,_,_,_,seit,Duration,Duration
4,tausenden,tausenden,ADJA,ADJA,_,5,nummod,_,_,_,_,_,_,_
5,Jahren,jahren,NOUN,NN,Number=Sing,6,nmod,_,_,_,_,_,_,_
6,lassen,lassen,VVFIN,VVFIN,_,7,amod,_,_,_,_,_,_,_
7,Blumen,blumen,NOUN,NN,Number=Sing,8,amod,_,_,_,_,_,_,_
8,Dornen,dornen,NOUN,NN,Number=Sing,9,nsubj,_,_,_,_,_,_,_
9,wachsen,wachsen,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
10,.,.,$.,$.,_,9,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Seit tausenden Jahren fressen die Schafe die Blumen trotzdem .,,,,,,,,,,,,,,
1,Seit,seit,APPR,APPR,_,3,case,_,_,_,_,seit,Duration,Duration
2,tausenden,tausenden,ADJA,ADJA,_,3,amod,_,_,_,_,_,_,_
3,Jahren,jahren,NOUN,NN,Number=Sing,4,nmod,_,_,_,_,_,_,_
4,fressen,fressen,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
5,die,die,ART,ART,_,6,det,_,_,_,_,_,_,_
6,Schafe,schafe,NOUN,NN,Number=Sing,4,nsubj,_,_,_,_,_,_,_
7,die,die,ART,ART,_,8,det,_,_,_,_,_,_,_
8,Blumen,blumen,NOUN,NN,Number=Sing,4,dobj,_,_,_,_,_,_,_
9,trotzdem,trotzdem,PROAV,PROAV,_,4,advmod,_,_,_,_,trotz,Circumstance,Circumstance
10,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
# text = Dieser Krieg zwischen Schafen und Blumen soll nicht wichtig sein ?,,,,,,,,,,,,,,
1,Dieser,dieser,PDAT,PDAT,_,2,det,_,_,_,_,_,_,_
2,Krieg,krieg,NOUN,NN,Number=Sing,9,nsubj,_,_,_,_,_,_,_
3,zwischen,zwischen,APPR,APPR,_,4,case,_,_,_,_,zwischen,Agent,Locus
4,Schafen,schafen,NOUN,NN,Number=Sing,2,nmod,_,_,_,_,_,_,_
5,und,und,KON,KON,_,4,cc,_,_,_,_,_,_,_
6,Blumen,blumen,NOUN,NN,Number=Sing,4,conj,_,_,_,_,_,_,_
7,soll,soll,VMFIN,VMFIN,_,9,aux,_,_,_,_,_,_,_
8,nicht,nicht,PTKNEG,PTKNEG,_,9,neg,_,_,_,_,_,_,_
9,wichtig,wichtig,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
10,sein,sein,VAINF,VAINF,_,9,aux,_,_,_,_,_,_,_
11,?,?,$.,$.,_,9,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Das ist nicht ernstzunehmender und wichtiger als die Berechnungen eines dicken rotbäckigen Mannes ?,,,,,,,,,,,,,,
1,Das,das,PDS,PDS,_,4,nsubj,_,_,_,_,_,_,_
2,ist,ist,VAFIN,VAFIN,_,4,cop,_,_,_,_,_,_,_
3,nicht,nicht,PTKNEG,PTKNEG,_,4,neg,_,_,_,_,_,_,_
4,ernstzunehmender,ernstzunehmender,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
5,und,und,KON,KON,_,4,cc,_,_,_,_,_,_,_
6,wichtiger,wichtiger,ADJD,ADJD,_,13,advmod,_,_,_,_,_,_,_
7,als,als,APPR,APPR,_,9,case,_,_,_,_,als,ComparisonRef,ComparisonRef
8,die,die,ART,ART,_,9,det,_,_,_,_,_,_,_
9,Berechnungen,berechnungen,NOUN,NN,Number=Sing,13,nmod,_,_,_,_,_,_,_
10,eines,eines,ART,ART,_,12,det,_,_,_,_,_,_,_
11,dicken,dicken,ADJA,ADJA,_,12,amod,_,_,_,_,_,_,_
12,rotbäckigen,rotbäckigen,ADJA,ADJA,_,9,det,_,_,_,_,_,_,_
13,Mannes,mannes,NOUN,NN,Number=Sing,4,conj,_,_,_,_,_,_,_
14,?,?,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Und wenn ich eine Blume kenne , die es nur ein Mal auf dieser Welt gibt , nirgends außer auf meinem Planeten , und wenn nun ein kleines Schaf eines Morgens diese Blume einfach so mit einem Biss vernichten kann , ohne zu wissen , was es tut -- dann soll das nicht wichtig sein ?! ''",,,,,,,,,,,,,,
1,Und,und,KON,KON,_,2,cc,_,_,_,_,_,_,_
2,wenn,wenn,KOUS,KOUS,_,6,mark,_,_,_,_,_,_,_
3,ich,ich,PPER,PPER,_,6,nsubj,_,_,_,_,_,_,_
4,eine,eine,ART,ART,_,5,det,_,_,_,_,_,_,_
5,Blume,blume,NOUN,NN,Number=Sing,6,dobj,_,_,_,_,_,_,_
6,kenne,kenne,VVFIN,VVFIN,_,18,advcl,_,_,_,_,_,_,_
7,",",",","$,","$,",_,6,punct,_,_,_,_,_,_,_
8,die,die,PRELS,PRELS,_,16,nsubj,_,_,_,_,_,_,_
9,es,es,PPER,PPER,_,16,dobj,_,_,_,_,_,_,_
10,nur,nur,ADV,ADV,_,16,advmod,_,_,_,_,_,_,_
11,ein,ein,ART,ART,_,12,det,_,_,_,_,_,_,_
12,Mal,mal,NOUN,NN,Number=Sing,16,nsubj,_,_,_,_,_,_,_
13,auf,auf,APPR,APPR,_,15,case,_,_,_,_,auf,Locus,Locus
14,dieser,dieser,PDAT,PDAT,_,15,det,_,_,_,_,_,_,_
15,Welt,welt,NOUN,NN,Number=Sing,16,nmod,_,_,_,_,_,_,_
16,gibt,gibt,VVFIN,VVFIN,_,6,acl,_,_,_,_,_,_,_
17,",",",","$,","$,",_,16,punct,_,_,_,_,_,_,_
18,nirgends,nirgends,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
19,außer,außer,APPR,APPR,_,18,advmod,_,_,_,_,außer,PartPortion,PartPortion
20,auf,auf,APPR,APPR,_,22,case,_,_,_,_,auf,Locus,Locus
21,meinem,meinem,PPOSAT,PPOSAT,_,22,det,_,_,_,_,PRON_POSS,Gestalt,Gestalt
22,Planeten,planeten,NOUN,NN,Number=Sing,19,nmod,_,_,_,_,_,_,_
23,",",",","$,","$,",_,18,punct,_,_,_,_,_,_,_
24,und,und,KON,KON,_,18,cc,_,_,_,_,_,_,_
25,wenn,wenn,KOUS,KOUS,_,39,mark,_,_,_,_,_,_,_
26,nun,nun,ADV,ADV,_,39,advmod,_,_,_,_,_,_,_
27,ein,ein,ART,ART,_,29,det,_,_,_,_,_,_,_
28,kleines,kleines,ADJA,ADJA,_,29,amod,_,_,_,_,_,_,_
29,Schaf,schaf,NOUN,NN,Number=Sing,39,dobj,_,_,_,_,_,_,_
30,eines,eines,ART,ART,_,31,det,_,_,_,_,_,_,_
31,Morgens,morgens,ADV,ADV,_,29,det,_,_,_,_,_,_,_
32,diese,diese,PDAT,PDAT,_,33,det,_,_,_,_,_,_,_
33,Blume,blume,NE,NE,_,39,nsubj,_,_,_,_,_,_,_
34,einfach,einfach,ADV,ADV,_,39,advmod,_,_,_,_,_,_,_
35,so,so,ADV,ADV,_,39,advmod,_,_,_,_,_,_,_
36,mit,mit,APPR,APPR,_,38,case,_,_,_,_,mit,Manner,Manner
37,einem,einem,ART,ART,_,38,det,_,_,_,_,_,_,_
38,Biss,biss,NOUN,NN,Number=Sing,39,nmod,_,_,_,_,_,_,_
39,vernichten,vernichten,VVFIN,VVFIN,_,18,conj,_,_,_,_,_,_,_
40,kann,kann,VMFIN,VMFIN,_,39,aux,_,_,_,_,_,_,_
41,",",",","$,","$,",_,18,punct,_,_,_,_,_,_,_
42,ohne,ohne,KOUI,KOUI,_,44,mark,_,_,_,_,ohne,Circumstance,Manner
43,zu,zu,PTKZU,PTKZU,_,44,aux,_,_,_,_,_,_,_
44,wissen,wissen,VVINF,VVINF,_,18,advcl,_,_,_,_,_,_,_
45,",",",","$,","$,",_,44,punct,_,_,_,_,_,_,_
46,was,was,PWS,PWS,_,48,dobj,_,_,_,_,_,_,_
47,es,es,PPER,PPER,_,48,nsubj,_,_,_,_,_,_,_
48,tut,tut,VVFIN,VVFIN,_,44,acl,_,_,_,_,_,_,_
49,--,--,PPER,PPER,_,48,punct,_,_,_,_,_,_,_
50,dann,dann,ADV,ADV,_,54,advmod,_,_,_,_,_,_,_
51,soll,soll,VMFIN,VMFIN,_,54,aux,_,_,_,_,_,_,_
52,das,das,PDS,PDS,_,54,nsubj,_,_,_,_,_,_,_
53,nicht,nicht,PTKNEG,PTKNEG,_,54,neg,_,_,_,_,_,_,_
54,wichtig,wichtig,ADJD,ADJD,_,48,parataxis,_,_,_,_,_,_,_
55,sein,sein,VAINF,VAINF,_,56,nmod:poss,_,_,_,_,_,_,_
56,?!,?!,ADJA,ADJA,_,54,det,_,_,_,_,_,_,_
57,'','',NOUN,NN,Number=Sing,18,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = ##,,,,,,,,,,,,,,
1,##,##,XY,XY,_,0,root,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Er lief ganz rot an und fuhr dann fort : - `` Wenn jemand eine Blume liebt , die es auf zig Millionen Sternen nur ein einziges Mal gibt , dann reicht ihm ein Blick zu ihnen hinauf , um glücklich zu sein .",,,,,,,,,,,,,,
1,Er,er,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,lief,lief,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,ganz,ganz,ADV,ADV,_,4,advmod,_,_,_,_,_,_,_
4,rot,rot,ADJD,ADJD,_,2,advmod,_,_,_,_,_,_,_
5,an,an,PTKVZ,PTKVZ,_,2,mark,_,_,_,_,_,_,_
6,und,und,KON,KON,_,2,cc,_,_,_,_,_,_,_
7,fuhr,fuhr,VVFIN,VVFIN,_,2,conj,_,_,_,_,_,_,_
8,dann,dann,ADV,ADV,_,7,advmod,_,_,_,_,_,_,_
9,fort,fort,PTKVZ,PTKVZ,_,7,mark,_,_,_,_,_,_,_
10,:,:,$.,$.,_,2,punct,_,_,_,_,_,_,_
11,-,-,$[,$[,_,17,punct,_,_,_,_,_,_,_
12,``,``,ADV,ADV,_,17,punct,_,_,_,_,_,_,_
13,Wenn,wenn,KOUS,KOUS,_,17,mark,_,_,_,_,_,_,_
14,jemand,jemand,PIS,PIS,_,17,nsubj,_,_,_,_,_,_,_
15,eine,eine,ART,ART,_,16,det,_,_,_,_,_,_,_
16,Blume,blume,NOUN,NN,Number=Sing,17,dobj,_,_,_,_,_,_,_
17,liebt,liebt,VVFIN,VVFIN,_,32,nsubj,_,_,_,_,_,_,_
18,",",",","$,","$,",_,17,punct,_,_,_,_,_,_,_
19,die,die,PRELS,PRELS,_,24,dobj,_,_,_,_,_,_,_
20,es,es,PPER,PPER,_,24,nsubj,_,_,_,_,_,_,_
21,auf,auf,APPR,APPR,_,23,case,_,_,_,_,auf,Locus,Locus
22,zig,zig,CARD,CARD,_,23,nummod,_,_,_,_,_,_,_
23,Millionen,millionen,NOUN,NN,Number=Sing,24,nmod,_,_,_,_,_,_,_
24,Sternen,sternen,NOUN,NN,Number=Sing,17,acl,_,_,_,_,_,_,_
25,nur,nur,ADV,ADV,_,29,advmod,_,_,_,_,_,_,_
26,ein,ein,ART,ART,_,28,det,_,_,_,_,_,_,_
27,einziges,einziges,ADJA,ADJA,_,28,amod,_,_,_,_,_,_,_
28,Mal,mal,NOUN,NN,Number=Sing,29,nmod,_,_,_,_,_,_,_
29,gibt,gibt,VVFIN,VVFIN,_,24,advmod,_,_,_,_,_,_,_
30,",",",","$,","$,",_,24,punct,_,_,_,_,_,_,_
31,dann,dann,ADV,ADV,_,32,advmod,_,_,_,_,_,_,_
32,reicht,reicht,VVFIN,VVFIN,_,2,ccomp,_,_,_,_,_,_,_
33,ihm,ihm,PPER,PPER,_,32,iobj,_,_,_,_,PRON_DAT,Experiencer,Recipient
34,ein,ein,ART,ART,_,35,det,_,_,_,_,_,_,_
35,Blick,blick,NOUN,NN,Number=Sing,32,dobj,_,_,_,_,_,_,_
36,zu,zu,APPR,APPR,_,37,case,_,_,_,_,zu,Direction,Goal
37,ihnen,ihnen,PPER,PPER,_,35,nmod,_,_,_,_,_,_,_
38,hinauf,hinauf,ADV,ADV,_,32,mark,_,_,_,_,_,_,_
39,",",",","$,","$,",_,32,punct,_,_,_,_,_,_,_
40,um,um,KOUI,KOUI,_,43,mark,_,_,1:1,_,um zu,Purpose,Purpose
41,glücklich,glücklich,ADJD,ADJD,_,43,advmod,_,_,_,_,_,_,_
42,zu,zu,PTKZU,PTKZU,_,43,aux,_,_,1:2,_,_,_,_
