OFFSET,TOKEN,LEMMA,UPOS,XPOS,MORPH,HEAD,DEPREL,,,SMWE,,LEXLEMMA,SS,SS2
1,So,so,ADV,ADV,_,2,advmod,_,_,_,_,_,_,_
2,blieb,blieb,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,er,er,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
4,stehen,stehen,VVINF,VVINF,_,2,xcomp,_,_,_,_,_,_,_
5,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
6,doch,doch,ADV,ADV,_,11,advmod,_,_,_,_,_,_,_
7,vor,vor,APPR,APPR,_,8,case,_,_,_,_,vor,p.Theme,p.Theme
8,Müdigkeit,müdigkeit,NOUN,NN,Number=Sing,11,nmod,_,_,_,_,_,_,_
9,musste,musste,VVFIN,VVFIN,_,11,aux,_,_,_,_,_,_,_
10,er,er,PPER,PPER,_,11,nsubj,_,_,_,_,_,_,_
11,gähnen,gähnen,ADJD,ADJD,_,2,conj,_,_,_,_,_,_,_
12,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Es gehört sich nicht , in Gegenwart eines Königs zu gähnen '' , ermahnte ihn der Monarch .",,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,4,punct,_,_,_,_,_,_,_
3,Es,es,PPER,PPER,_,4,nsubj,_,_,_,_,_,_,_
4,gehört,gehört,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
5,sich,sich,PRF,PRF,_,4,dobj,_,_,_,_,_,_,_
6,nicht,nicht,PTKNEG,PTKNEG,_,4,neg,_,_,_,_,_,_,_
7,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
8,in,in,APPR,APPR,_,9,case,_,_,_,_,in,p.Locus,p.Locus
9,Gegenwart,gegenwart,NOUN,NN,Number=Sing,13,nmod,_,_,_,_,_,_,_
10,eines,eines,ART,ART,_,11,det,_,_,_,_,_,_,_
11,Königs,königs,NOUN,NN,Number=Sing,9,det,_,_,_,_,_,_,_
12,zu,zu,PTKZU,PTKZU,_,13,aux,_,_,_,_,_,_,_
13,gähnen,gähnen,VVINF,VVINF,_,4,acl,_,_,_,_,_,_,_
14,'','',VVINF,VVINF,_,13,punct,_,_,_,_,_,_,_
15,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
16,ermahnte,ermahnte,VVFIN,VVFIN,_,4,advcl,_,_,_,_,_,_,_
17,ihn,ihn,PPER,PPER,_,16,dobj,_,_,_,_,_,_,_
18,der,der,ART,ART,_,19,det,_,_,_,_,_,_,_
19,Monarch,monarch,NOUN,NN,Number=Sing,16,iobj,_,_,_,_,_,_,_
20,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Ich untersage es dir .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2-1,unter,untersage,VVFIN,VVFIN,_,0,root,_,_,_,_,_,p.Topic,p.Goal
2-2,sage,untersage,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,es,es,PPER,PPER,_,2,dobj,_,_,_,_,_,_,_
4,dir,dir,PPER,PPER,_,2,xcomp,_,_,_,_,dir,p.Beneficiary,p.Beneficiary
5,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Ich kann nichts dagegen machen '' , antwortete der kleine Prinz ganz verwirrt .",,,,,,,,,,,,,,
1,-,-,$[,$[,_,7,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,7,punct,_,_,_,_,_,_,_
3,Ich,ich,PPER,PPER,_,7,nsubj,_,_,_,_,_,_,_
4,kann,kann,VMFIN,VMFIN,_,7,aux,_,_,_,_,_,_,_
5,nichts,nichts,PIS,PIS,_,7,dobj,_,_,_,_,_,_,_
6,dagegen,dagegen,PROAV,PROAV,_,7,advmod,_,_,_,_,dagegen,p.Theme,p.Theme
7,machen,machen,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
8,'','',VVINF,VVINF,_,7,punct,_,_,_,_,_,_,_
9,",",",","$,","$,",_,7,punct,_,_,_,_,_,_,_
10,antwortete,antwortete,VVFIN,VVFIN,_,15,cop,_,_,_,_,_,_,_
11,der,der,ART,ART,_,13,det,_,_,_,_,_,_,_
12,kleine,kleine,ADJA,ADJA,_,13,amod,_,_,_,_,_,_,_
13,Prinz,prinz,NOUN,NN,Number=Sing,15,nsubj,_,_,_,_,_,_,_
14,ganz,ganz,ADV,ADV,_,15,advmod,_,_,_,_,_,_,_
15,verwirrt,verwirrt,ADJD,ADJD,_,7,acl,_,_,_,_,_,_,_
16,.,.,$.,$.,_,7,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = `` Ich habe eine lange Reise hinter mir und kam nicht zu dem Schlafen ... '',,,,,,,,,,,,,,
1,``,``,ADJD,ADJD,_,3,punct,_,_,_,_,_,_,_
2,Ich,ich,PPER,PPER,_,3,nsubj,_,_,_,_,_,_,_
3,habe,habe,VAFIN,VAFIN,_,0,root,_,_,_,_,_,_,_
4,eine,eine,ART,ART,_,6,det,_,_,_,_,_,_,_
5,lange,lange,ADJA,ADJA,_,6,amod,_,_,_,_,_,_,_
6,Reise,reise,NOUN,NN,Number=Sing,3,dobj,_,_,_,_,_,_,_
7,hinter,hinter,APPR,APPR,_,8,case,_,_,_,_,hinter,p.Time,p.Locus
8,mir,mir,PPER,PPER,_,6,nmod,_,_,_,_,_,_,_
9,und,und,KON,KON,_,3,cc,_,_,_,_,_,_,_
10,kam,kam,VVFIN,VVFIN,_,3,conj,_,_,_,_,_,_,_
11,nicht,nicht,PTKNEG,PTKNEG,_,10,neg,_,_,_,_,_,_,_
12,zu,zu,APPR,APPR,_,14,case,_,_,_,_,zu,p.Goal,p.Means
13,dem,dem,ART,ART,_,14,det,_,_,_,_,_,_,_
14,Schlafen,schlafen,NOUN,NN,Number=Sing,10,nmod,_,_,_,_,_,_,_
15,...,...,$[,$[,_,3,punct,_,_,_,_,_,_,_
16,'','',ADJD,ADJD,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Dann befehle ich dir , zu gähnen '' , sagte der König zu ihm .",,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,4,punct,_,_,_,_,_,_,_
3,Dann,dann,ADV,ADV,_,4,advmod,_,_,_,_,_,_,_
4,befehle,befehle,VVFIN,VVFIN,_,12,nsubj,_,_,_,_,_,_,_
5,ich,ich,PPER,PPER,_,4,nsubj,_,_,_,_,_,_,_
6,dir,dir,PRF,PRF,_,4,advmod,_,_,_,_,dir,p.Beneficiary,p.Beneficiary
7,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
8,zu,zu,PTKZU,PTKZU,_,9,aux,_,_,_,_,_,_,_
9,gähnen,gähnen,VVINF,VVINF,_,4,acl,_,_,_,_,_,_,_
10,'','',ADV,ADV,_,9,punct,_,_,_,_,_,_,_
11,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
12,sagte,sagte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
13,der,der,ART,ART,_,14,det,_,_,_,_,_,_,_
14,König,könig,NOUN,NN,Number=Sing,12,iobj,_,_,_,_,_,_,_
15,zu,zu,APPR,APPR,_,16,case,_,_,_,_,zu,p.Direction,p.Recipient
16,ihm,ihm,PPER,PPER,_,12,nmod,_,_,_,_,_,_,_
17,.,.,$.,$.,_,12,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = `` Seit Jahren habe ich niemanden mehr gähnen gesehen .,,,,,,,,,,,,,,
1,``,``,ADV,ADV,_,9,punct,_,_,_,_,_,_,_
2,Seit,seit,APPR,APPR,_,3,case,_,_,_,_,seit,p.Time,p.Interval
3,Jahren,jahren,NOUN,NN,Number=Sing,9,nmod,_,_,_,_,_,_,_
4,habe,habe,VAFIN,VAFIN,_,9,aux,_,_,_,_,_,_,_
5,ich,ich,PPER,PPER,_,9,nsubj,_,_,_,_,_,_,_
6,niemanden,niemanden,PIS,PIS,_,9,advmod,_,_,_,_,_,_,_
7,mehr,mehr,ADV,ADV,_,8,advmod,_,_,_,_,_,_,_
8,gähnen,gähnen,ADJD,ADJD,_,9,advmod,_,_,_,_,_,_,_
9,gesehen,gesehen,VVPP,VVPP,_,0,root,_,_,_,_,_,_,_
10,.,.,$.,$.,_,9,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Gähnen ist eine wahre Seltenheit für mich. .,,,,,,,,,,,,,,
1,Gähnen,gähnen,NOUN,NN,Number=Sing,5,nsubj,_,_,_,_,_,_,_
2,ist,ist,VAFIN,VAFIN,_,5,cop,_,_,_,_,_,_,_
3,eine,eine,ART,ART,_,5,det,_,_,_,_,_,_,_
4,wahre,wahre,ADJA,ADJA,_,5,amod,_,_,_,_,_,_,_
5,Seltenheit,seltenheit,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
6,für,für,APPR,APPR,_,7,case,_,_,_,_,_,p.Goal,p.Agent
7,mich.,mich.,ADJA,ADJA,_,5,nmod,_,_,_,_,_,_,_
8,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Also los !,,,,,,,,,,,,,,
1,Also,also,ADV,ADV,_,2,advmod,_,_,_,_,_,_,_
2,los,los,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
3,!,!,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Gähne noch mal .,,,,,,,,,,,,,,
1,Gähne,gähne,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
2,noch,noch,ADV,ADV,_,3,advmod,_,_,_,_,_,_,_
3,mal,mal,ADV,ADV,_,1,advmod,_,_,_,_,_,_,_
4,.,.,$.,$.,_,1,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Dies ist ein Befehl . '',,,,,,,,,,,,,,
1,Dies,dies,PDS,PDS,_,4,nsubj,_,_,_,_,_,_,_
2,ist,ist,VAFIN,VAFIN,_,4,cop,_,_,_,_,_,_,_
3,ein,ein,ART,ART,_,4,det,_,_,_,_,_,_,_
4,Befehl,befehl,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
5,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
6,'','',VVPP,VVPP,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Das schüchtert mich ein ... ich kann nicht mehr '' , erwiderte der Prinz und wurde ganz rot .",,,,,,,,,,,,,,
1,-,-,$[,$[,_,20,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,20,punct,_,_,_,_,_,_,_
3,Das,das,PDS,PDS,_,20,det,_,_,_,_,_,_,_
4,schüchtert,schüchtert,VVFIN,VVFIN,_,20,cop,_,_,_,_,_,_,_
5,mich,mich,PRF,PRF,_,20,nsubj,_,_,_,_,_,_,_
6,ein,ein,PTKVZ,PTKVZ,_,20,cop,_,_,_,_,_,_,_
7,...,...,$[,$[,_,20,punct,_,_,_,_,_,_,_
8,ich,ich,PPER,PPER,_,20,nsubj,_,_,_,_,_,_,_
9,kann,kann,VMFIN,VMFIN,_,20,aux,_,_,_,_,_,_,_
10,nicht,nicht,PTKNEG,PTKNEG,_,11,neg,_,_,_,_,_,_,_
11,mehr,mehr,ADV,ADV,_,20,nsubj,_,_,_,_,_,_,_
12,'','',VVINF,VVINF,_,11,punct,_,_,_,_,_,_,_
13,",",",","$,","$,",_,11,punct,_,_,_,_,_,_,_
14,erwiderte,erwiderte,VVFIN,VVFIN,_,11,conj,_,_,_,_,_,_,_
15,der,der,ART,ART,_,16,det,_,_,_,_,_,_,_
16,Prinz,prinz,NOUN,NN,Number=Sing,14,det,_,_,_,_,_,_,_
17,und,und,KON,KON,_,11,cc,_,_,_,_,_,_,_
18,wurde,wurde,VAFIN,VAFIN,_,11,conj,_,_,_,_,_,_,_
19,ganz,ganz,ADV,ADV,_,20,advmod,_,_,_,_,_,_,_
20,rot,rot,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
21,.,.,$.,$.,_,20,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = ##,,,,,,,,,,,,,,
1,##,##,XY,XY,_,0,root,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Hm !,,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,VVFIN,VVFIN,_,3,punct,_,_,_,_,_,_,_
3,Hm,hm,NE,NE,_,0,root,_,_,_,_,_,_,_
4,!,!,$.,$.,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Hm ! '',,,,,,,,,,,,,,
1,Hm,hm,NE,NE,_,0,root,_,_,_,_,_,_,_
2,!,!,$.,$.,_,1,punct,_,_,_,_,_,_,_
3,'','',NOUN,NN,Number=Sing,1,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = machte der König ... Dann befehle ich dir mal zu gähnen und mal zu ... ``,,,,,,,,,,,,,,
1,machte,machte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
2,der,der,ART,ART,_,3,det,_,_,_,_,_,_,_
3,König,könig,NOUN,NN,Number=Sing,1,det,_,_,_,_,_,_,_
4,...,...,$[,$[,_,3,punct,_,_,_,_,_,_,_
5,Dann,dann,ADV,ADV,_,6,advmod,_,_,_,_,_,_,_
6,befehle,befehle,VVFIN,VVFIN,_,3,conj,_,_,_,_,_,_,_
7,ich,ich,PPER,PPER,_,6,nsubj,_,_,_,_,_,_,_
8,dir,dir,PRF,PRF,_,9,nummod,_,_,_,_,dir,p.Beneficiary,p.Co-Agent
9,mal,mal,ADV,ADV,_,6,advmod,_,_,_,_,_,_,_
10,zu,zu,PTKZU,PTKZU,_,11,aux,_,_,_,_,_,_,_
11,gähnen,gähnen,VVINF,VVINF,_,6,xcomp,_,_,_,_,_,_,_
12,und,und,KON,KON,_,6,cc,_,_,_,_,_,_,_
13,mal,mal,ADV,ADV,_,14,advmod,_,_,_,_,_,_,_
14,zu,zu,PTKA,PTKA,_,6,conj,_,_,_,_,_,_,_
15,...,...,$[,$[,_,14,punct,_,_,_,_,_,_,_
16,``,``,ADJD,ADJD,_,14,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Er stammelte ein wenig und schien verärgert .,,,,,,,,,,,,,,
1,Er,er,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,stammelte,stammelte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,ein,ein,ART,ART,_,4,det,_,_,_,_,_,_,_
4,wenig,wenig,PIS,PIS,_,7,nsubj,_,_,_,_,_,_,_
5,und,und,KON,KON,_,4,cc,_,_,_,_,_,_,_
6,schien,schien,VVFIN,VVFIN,_,4,conj,_,_,_,_,_,_,_
7,verärgert,verärgert,ADJD,ADJD,_,2,xcomp,_,_,_,_,_,_,_
8,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Denn dem König lag besonders daran , dass seine Autorität geschätzt würde . Ungehorsam tolerierte er nicht .",,,,,,,,,,,,,,
1,Denn,denn,KON,KON,_,3,case,_,_,_,_,_,_,_
2,dem,dem,ART,ART,_,3,det,_,_,_,_,_,_,_
3,König,könig,NOUN,NN,Number=Sing,4,nmod,_,_,_,_,_,_,_
4,lag,lag,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
5,besonders,besonders,ADV,ADV,_,4,advmod,_,_,_,_,_,_,_
6,daran,daran,PROAV,PROAV,_,4,advmod,_,_,_,_,daran,p.Topic,p.Topic
7,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
8,dass,dass,KOUS,KOUS,_,15,mark,_,_,_,_,_,_,_
9,seine,seine,PPOSAT,PPOSAT,_,10,det,_,_,_,_,seine,p.Stimulus,p.Gestalt
10,Autorität,autorität,NOUN,NN,Number=Sing,15,dobj,_,_,_,_,_,_,_
11,geschätzt,geschätzt,VVPP,VVPP,_,15,advmod,_,_,_,_,_,_,_
12,würde,würde,VAFIN,VAFIN,_,15,aux,_,_,_,_,_,_,_
13,.,.,$.,$.,_,14,punct,_,_,_,_,_,_,_
14,Ungehorsam,ungehorsam,NOUN,NN,Number=Sing,15,dobj,_,_,_,_,_,_,_
15,tolerierte,tolerierte,VVFIN,VVFIN,_,4,ccomp,_,_,_,_,_,_,_
16,er,er,PPER,PPER,_,15,nsubj,_,_,_,_,_,_,_
17,nicht,nicht,PTKNEG,PTKNEG,_,15,neg,_,_,_,_,_,_,_
18,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Er war ein strenger Monarch .,,,,,,,,,,,,,,
1,Er,er,PPER,PPER,_,5,nsubj,_,_,_,_,_,_,_
2,war,war,VAFIN,VAFIN,_,5,cop,_,_,_,_,_,_,_
3,ein,ein,ART,ART,_,5,det,_,_,_,_,_,_,_
4,strenger,strenger,ADJA,ADJA,_,5,amod,_,_,_,_,_,_,_
5,Monarch,monarch,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
6,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Doch weil er sehr gütig war , gab er vernünftige Befehle .",,,,,,,,,,,,,,
1,Doch,doch,KON,KON,_,8,cc,_,_,_,_,_,_,_
2,weil,weil,KOUS,KOUS,_,5,mark,_,_,_,_,_,_,_
3,er,er,PPER,PPER,_,5,nsubj,_,_,_,_,_,_,_
4,sehr,sehr,ADV,ADV,_,5,advmod,_,_,_,_,_,_,_
5,gütig,gütig,ADJD,ADJD,_,8,advcl,_,_,_,_,_,_,_
6,war,war,VAFIN,VAFIN,_,5,cop,_,_,_,_,_,_,_
7,",",",","$,","$,",_,8,punct,_,_,_,_,_,_,_
8,gab,gab,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
9,er,er,PPER,PPER,_,8,nsubj,_,_,_,_,_,_,_
10,vernünftige,vernünftige,ADJA,ADJA,_,11,amod,_,_,_,_,_,_,_
11,Befehle,befehle,NOUN,NN,Number=Sing,8,dobj,_,_,_,_,_,_,_
12,.,.,$.,$.,_,8,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Wenn ich den Befehl erteile '' , sagte er häufig , `` dass sich ein General in einen Meeresvogel verwandeln soll und der General gehorcht nicht , so wäre es nicht sein Fehler .",,,,,,,,,,,,,,
1,-,-,$[,$[,_,7,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,7,punct,_,_,_,_,_,_,_
3,Wenn,wenn,KOUS,KOUS,_,7,mark,_,_,_,_,_,_,_
4,ich,ich,PPER,PPER,_,7,nsubj,_,_,_,_,_,_,_
5,den,den,ART,ART,_,6,det,_,_,_,_,_,_,_
6,Befehl,befehl,NOUN,NN,Number=Sing,7,dobj,_,_,_,_,_,_,_
7,erteile,erteile,ADV,ADV,_,10,dep,_,_,_,_,_,_,_
8,'','',VVFIN,VVFIN,_,7,punct,_,_,_,_,_,_,_
9,",",",","$,","$,",_,7,punct,_,_,_,_,_,_,_
10,sagte,sagte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
11,er,er,PPER,PPER,_,10,nsubj,_,_,_,_,_,_,_
12,häufig,häufig,ADJD,ADJD,_,10,advmod,_,_,_,_,_,_,_
13,",",",","$,","$,",_,10,punct,_,_,_,_,_,_,_
14,``,``,ADV,ADV,_,10,punct,_,_,_,_,_,_,_
15,dass,dass,KOUS,KOUS,_,22,mark,_,_,_,_,_,_,_
16,sich,sich,PRF,PRF,_,22,dobj,_,_,_,_,_,_,_
17,ein,ein,ART,ART,_,22,nsubj,_,_,_,_,_,_,_
18,General,general,NOUN,NN,Number=Sing,22,nmod,_,_,_,_,_,_,_
19,in,in,APPR,APPR,_,21,case,_,_,_,_,in,p.Goal,p.Goal
20,einen,einen,ART,ART,_,21,det,_,_,_,_,_,_,_
21,Meeresvogel,meeresvogel,NOUN,NN,Number=Sing,22,nmod,_,_,_,_,_,_,_
22,verwandeln,verwandeln,VVINF,VVINF,_,14,ccomp,_,_,_,_,_,_,_
23,soll,soll,VMFIN,VMFIN,_,22,aux,_,_,_,_,_,_,_
24,und,und,KON,KON,_,22,cc,_,_,_,_,_,_,_
25,der,der,ART,ART,_,27,det,_,_,_,_,_,_,_
26,General,general,NOUN,NN,Number=Sing,27,amod,_,_,_,_,_,_,_
27,gehorcht,gehorcht,VVFIN,VVFIN,_,35,iobj,_,_,_,_,_,_,_
28,nicht,nicht,PTKNEG,PTKNEG,_,35,neg,_,_,_,_,_,_,_
29,",",",","$,","$,",_,35,punct,_,_,_,_,_,_,_
30,so,so,ADV,ADV,_,35,advmod,_,_,_,_,_,_,_
31,wäre,wäre,VAFIN,VAFIN,_,35,cop,_,_,_,_,_,_,_
32,es,es,PPER,PPER,_,35,nsubj,_,_,_,_,_,_,_
33,nicht,nicht,PTKNEG,PTKNEG,_,35,neg,_,_,_,_,_,_,_
34,sein,sein,PPOSAT,PPOSAT,_,35,det,_,_,_,_,sein,p.Agent,p.Gestalt
35,Fehler,fehler,NOUN,NN,Number=Sing,22,conj,_,_,_,_,_,_,_
36,.,.,$.,$.,_,10,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Es wäre mein Fehler . '',,,,,,,,,,,,,,
1,Es,es,PPER,PPER,_,4,nsubj,_,_,_,_,_,_,_
2,wäre,wäre,VAFIN,VAFIN,_,4,cop,_,_,_,_,_,_,_
3,mein,mein,PPOSAT,PPOSAT,_,4,det,_,_,_,_,mein,p.Experiencer,p.Gestalt
4,Fehler,fehler,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
5,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
6,'','',VVPP,VVPP,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Darf ich mich setzen ? '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,NOUN,NN,Number=Sing,3,punct,_,_,_,_,_,_,_
3,Darf,darf,VMFIN,VMFIN,_,6,aux,_,_,_,_,_,_,_
4,ich,ich,PPER,PPER,_,6,nsubj,_,_,_,_,_,_,_
5,mich,mich,PRF,PRF,_,6,dobj,_,_,_,_,_,_,_
6,setzen,setzen,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
7,?,?,$.,$.,_,6,punct,_,_,_,_,_,_,_
8,'','',ADV,ADV,_,6,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = , fragte der kleine Prinz schüchtern .",,,,,,,,,,,,,,
1,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
2,fragte,fragte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,der,der,ART,ART,_,5,det,_,_,_,_,_,_,_
4,kleine,kleine,ADJA,ADJA,_,5,amod,_,_,_,_,_,_,_
5,Prinz,prinz,NOUN,NN,Number=Sing,2,nsubj,_,_,_,_,_,_,_
6,schüchtern,schüchtern,ADJD,ADJD,_,2,dobj,_,_,_,_,_,_,_
7,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Ich befehle dir , dich zu setzen '' , antwortete der König , und rückte würdevoll einen Zipfel seines Hermelinmantels zurecht .",,,,,,,,,,,,,,
1,-,-,$[,$[,_,5,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,5,punct,_,_,_,_,_,_,_
3,Ich,ich,PPER,PPER,_,5,nsubj,_,_,_,_,_,_,_
4,befehle,befehle,VVFIN,VVFIN,_,5,amod,_,_,_,_,_,_,_
5,dir,dir,PPER,PPER,_,0,root,_,_,_,_,dir,p.Beneficiary,p.Co-Agent
6,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
7,dich,dich,PRF,PRF,_,9,advmod,_,_,_,_,_,_,_
8,zu,zu,PTKZU,PTKZU,_,9,aux,_,_,_,_,_,_,_
9,setzen,setzen,VVINF,VVINF,_,5,acl,_,_,_,_,_,_,_
10,'','',ADJD,ADJD,_,5,punct,_,_,_,_,_,_,_
11,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
12,antwortete,antwortete,VVFIN,VVFIN,_,5,conj,_,_,_,_,_,_,_
13,der,der,ART,ART,_,14,det,_,_,_,_,_,_,_
14,König,könig,NOUN,NN,Number=Sing,12,det,_,_,_,_,_,_,_
15,",",",","$,","$,",_,12,punct,_,_,_,_,_,_,_
16,und,und,KON,KON,_,5,cc,_,_,_,_,_,_,_
17,rückte,rückte,ADJA,ADJA,_,18,amod,_,_,_,_,_,_,_
18,würdevoll,würdevoll,NOUN,NN,Number=Sing,23,nsubj,_,_,_,_,_,_,_
19,einen,einen,ART,ART,_,20,det,_,_,_,_,_,_,_
20,Zipfel,zipfel,NOUN,NN,Number=Sing,23,dobj,_,_,_,_,_,_,_
21,seines,seines,PPOSAT,PPOSAT,_,22,nmod:poss,_,_,_,_,seines,p.Possessor,p.Possessor
22,Hermelinmantels,hermelinmantels,NOUN,NN,Number=Sing,20,det,_,_,_,_,_,_,_
23,zurecht,zurecht,PTKVZ,PTKVZ,_,5,conj,_,_,_,_,_,_,_
24,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Aber der kleine Prinz wunderte sich .,,,,,,,,,,,,,,
1,Aber,aber,KON,KON,_,5,cc,_,_,_,_,_,_,_
2,der,der,ART,ART,_,4,det,_,_,_,_,_,_,_
3,kleine,kleine,ADJA,ADJA,_,4,amod,_,_,_,_,_,_,_
4,Prinz,prinz,NOUN,NN,Number=Sing,5,nsubj,_,_,_,_,_,_,_
5,wunderte,wunderte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
6,sich,sich,PRF,PRF,_,5,dobj,_,_,_,_,_,_,_
7,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Der Planet war winzig .,,,,,,,,,,,,,,
1,Der,der,ART,ART,_,2,det,_,_,_,_,_,_,_
2,Planet,planet,NOUN,NN,Number=Sing,4,nsubj,_,_,_,_,_,_,_
3,war,war,VAFIN,VAFIN,_,4,cop,_,_,_,_,_,_,_
4,winzig,winzig,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
5,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Über wen konnte der König denn regieren ?,,,,,,,,,,,,,,
1,Über,über,APPR,APPR,_,2,case,_,_,_,_,über,p.Locus,p.Theme
2,wen,wen,PWS,PWS,_,7,nmod,_,_,_,_,_,_,_
3,konnte,konnte,VMFIN,VMFIN,_,7,aux,_,_,_,_,_,_,_
4,der,der,ART,ART,_,5,det,_,_,_,_,_,_,_
5,König,könig,NOUN,NN,Number=Sing,7,nsubj,_,_,_,_,_,_,_
6,denn,denn,ADV,ADV,_,7,mark,_,_,_,_,_,_,_
7,regieren,regieren,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
8,?,?,$.,$.,_,7,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Hoheit '' , sagte er ... `` verzeiht mir , wenn ich Sie unterbreche ... ''",,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,ADJA,ADJA,_,3,punct,_,_,_,_,_,_,_
3,Hoheit,hoheit,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
